questions,answers
[Pembeli ShopeeFood] Bagaimana jika saya mengalami kendala saat membuat pesanan ShopeeFood?,"[Pembeli ShopeeFood] Bagaimana jika saya mengalami kendala saat membuat pesanan ShopeeFood?Jika Anda mengalami kendala di bawah ini saat membuat pesanan ShopeeFood, solusi yang dapat dilakukan antara lain: KendalaSolusiTidak bisa memuat halaman aplikasi, membuat pesanan, atau melakukan pembayaran (ditolak/gagal) menggunakan metode pembayaran COD/ShopeePay/SPayLaterMohon untuk memastikan: 1. Koneksi internet Anda dalam kondisi stabil. Silakan hidupkan dan matikan mode pesawat di handphone Anda untuk mengatur ulang koneksi. 2. Apabila Anda menggunakan Wi-Fi, restart modem atau router Anda untuk memperbarui koneksi internet, kemudian restart handphone Anda dan coba kembali. 3. Apabila Anda mendapatkan keterangan “Pembayaran tunai sedang tidak tersedia”, silakan lakukan pembelian menggunakan metode pembayaran lainnya.Tidak bisa menggunakan kode VoucherPastikan Anda telah memenuhi Syarat & Ketentuan yang berlaku dan kode Voucher belum pernah digunakan sebelumnya.  Pastikan Anda telah memenuhi Syarat & Ketentuan yang berlaku dan kode Voucher belum pernah digunakan sebelumnya.  Apabila Anda telah mengikuti Syarat & Ketentuan, namun masih tidak dapat menggunakan voucher. Mohon pastikan hal berikut: 1. Pastikan aplikasi Shopee/ShopeePay sudah menggunakan versi terbaru. 2. Pastikan GPS telah diaktifkan. 3. Pastikan voucher yang digunakan sesuai dengan produk dari Merchant yang ingin dibeli. Menerima tagihan pesanan berbeda dengan aplikasi Shopee/ShopeePayMohon untuk melakukan pengecekan kembali struk yang diberikan oleh Mitra Pengemudi. Silakan hubungi Customer Service melalui Live Chat apabila: 1. Harga di struk Merchant lebih mahal dari harga yang tertera pada aplikasi Shopee/ShopeePay. 2. Total harga di struk Merchant sudah sesuai dengan harga pada aplikasi Shopee/ShopeePay, namun Mitra Pengemudi ShopeeFood menagih Anda dengan nominal yang lebih mahal dengan alasan yang kurang jelas atau tidak ada konfirmasi sebelumnya. Melakukan pembayaran 2 (dua) kaliSilakan pilih tombol Ajukan Pengembalian melalui halaman pesanan di aplikasi Shopee/ShopeePay dan mengikuti cara melaporkan kendala pada pesanan ShopeeFood. Pastikan Anda memilih metode pembayaran yang sesuai untuk menghindari kendala serupa.Lupa membayar pesanan/nominal yang dibayarkan kurang kepada Mitra Pengemudi ShopeeFoodSilakan hubungi Customer Service Shopee melaui Live Chat dengan melampirkan data: 1. Nama Mitra Pengemudi ShopeeFood2. Nama Restoran/Toko/Merchant3. Nomor Pemesanan4. Waktu PemesananMuncul notifikasi terkait kejanggalan aktivitas akunPastikan Anda mematuhi kebijakan Shopee. Akun Anda akan dibatasi jika terdeteksi terlibat dalam aktivitas mencurigakan yang melanggar Syarat & Ketentuan Shopee. Jika akun Anda sedang dibatasi, Anda tidak dapat membuat pesanan ataupun melakukan pembayaran. Anda akan melihat pesan pop-up saat checkout yang menginformasikan Anda mengenai hal ini. Pelajari lebih lanjut tentang mengapa akun dibatasi dan bagaimana cara mengajukan banding. ⚠️CatatanPastikan aplikasi sudah di-update menggunakan versi aplikasi terbaru dan pastikan GPS dalam keadaan aktif.Apabila setelah mengikuti langkah-langkah tersebut Anda masih terkendala, pelajari lebih lanjut mengenai solusi untuk kendala pada aplikasi atau Anda dapat menghubungi Customer Service melalui Live Chat dengan melampirkan screenshot kendala yang dialami.Apakah artikel ini berguna?YaTidakArtikel Terkait[Pembeli ShopeeFood] Bagaimana cara mengajukan pengembalian dana pada pesanan ShopeeFood?[Akun Saya] Mengapa akun saya dibatasi?"
[Pembeli ShopeeFood] Bagaimana cara mengklaim dan menggunakan Voucher ShopeeFood?,"[Pembeli ShopeeFood] Bagaimana cara mengklaim dan menggunakan Voucher ShopeeFood?Anda dapat mengklaim Voucher ShopeeFood melalui 2 (dua) cara, yaitu: Melalui halaman restoranPilih ShopeeFood > pilih restoran yang ingin dipesan > pilih Lihat Lainnya untuk melihat Voucher yang tersedia > pilih Klaim pada Voucher yang diinginkan. Melalui banner promoPilih ShopeeFood > pilih Banner Promo > pilih Klaim pada voucher yang diinginkan. Setelah Voucher berhasil diklaim, Anda dapat menggunakannya dalam pesanan. Anda dapat memilih menu makanan yang ingin dipesan > pilih Checkout > pilih Voucher > pastikan bahwa Anda memenuhi Syarat & Ketentuan Voucher tersebut > pilih Pesan Sekarang.⚠️CatatanJika Anda tidak bisa menggunakan Voucher, mohon cek kembali Syarat & Ketentuan Voucher dengan detail order Anda (Makanan, metode pembayaran (COD/ShopeePay/SpayLater), minimum pemesanan, dll.)Pelajari lebih lanjut mengenai solusi yang dapat dilakukan jika Anda mengalami kendala saat menggunakan voucher ShopeeFood.Apakah artikel ini berguna?YaTidakArtikel Terkait[Pembeli ShopeeFood] Bagaimana cara memesan ShopeeFood?[Pembeli ShopeeFood] Bagaimana cara membayar pesanan ShopeeFood menggunakan SPayLater?"
[Pembeli ShopeeFood] Bagaimana cara membayar pesanan ShopeeFood menggunakan SPayLater?,"[Pembeli ShopeeFood] Bagaimana cara membayar pesanan ShopeeFood menggunakan SPayLater?Untuk membayar pesanan ShopeeFood menggunakan SPayLater, pilih Pilihan Pembayaran > pilih SPayLater > pilih metode yang diinginkan (Beli Sekarang, Bayar Nanti atau Cicilan 3x) > pilih Konfirmasi > pilih Buat Pesanan Antar > masukkan PIN ShopeePay.Pastikan Anda memiliki akun SPayLater yang aktif dan limit yang cukup untuk dapat menggunakan SPayLater. ⚠️CatatanLimit SPayLater Anda akan berkurang secara otomatis ketika pembayaran berhasil terverifikasi. Tagihan SPaylater akan muncul pada riwayat transaksi setelah pesanan selesai. Pengunaan SPayLater akan dikenakan biaya cicilan (suku bunga) sebesar 2.95% untuk metode Beli Sekarang, Bayar Nanti dan Cicilan 3x.Anda tetap bisa menggunakan Voucher ShopeeFood jika sudah memenuhi Syarat dan Ketentuan Voucher. SPayLater merupakan produk layanan pinjaman yang disediakan oleh PT Commerce Finance serta pihak lain yang bekerja sama dengan PT Commerce Finance untuk memberikan pinjaman bagi Pengguna. PT Commerce Finance diawasi langsung oleh OJK (Otoritas Jasa Keuangan).Apakah artikel ini berguna?YaTidakArtikel Terkait[Pembeli ShopeeFood] Bagaimana cara memesan ShopeeFood?"
[Pembeli ShopeeFood] Bagaimana cara membayar pesanan ShopeeFood menggunakan kartu kredit/debit?,"[Pembeli ShopeeFood] Bagaimana cara membayar pesanan ShopeeFood menggunakan kartu kredit/debit?Anda dapat membayar pesanan ShopeeFood menggunakan kartu kredit/debit, dengan memilih Pilihan Pembayaran pada halaman Konfirmasi Pesanan > pilih Kartu Kredit/Debit yang ingin digunakan > pilih Konfirmasi > pilih Pesan Sekarang > masukkan kode CVV > pilih Bayar.Jika Anda sudah pernah menambahkan kartu kredit/debit di akun Shopee Anda, maka Anda dapat menggunakan kartu tersebut untuk membayar pesanan ShopeeFood. Namun, jika Anda belum pernah menambahkan kartu kredit/debit, Anda dapat menambahkan kartu dengan memilih Pilihan Pembayaran pada halaman Konfirmasi Pesanan > pilih Kartu Kredit/Debit > pilih Tambahkan Kartu Kredit/Debit Baru > lengkapi Rincian Kartu dan Alamat Tagihan > pilih Kirimkan > pilih OK.⚠️CatatanAnda dapat menggunakan Voucher ShopeeFood untuk pembayaran dengan kartu kredit/debit, jika Anda sudah memenuhi Syarat dan Ketentuan Voucher tersebut.Tidak ada pilihan cicilan untuk pembayaran dengan kartu kredit/debit.Apakah artikel ini berguna?YaTidakArtikel Terkait[Pembeli ShopeeFood] Bagaimana cara membayar pesanan ShopeeFood menggunakan SPayLater?[Pembeli ShopeeFood] Bagaimana cara memesan ShopeeFood?"
[Pembeli ShopeeFood] Apa itu Biaya Layanan pada halaman checkout di ShopeeFood?,"[Pembeli ShopeeFood] Apa itu Biaya Layanan pada halaman checkout di ShopeeFood?Biaya Layanan adalah biaya yang diterapkan untuk memastikan kualitas layanan terbaik dari ShopeeFood untuk Anda. Anda dapat melihat Biaya Layanan pada saat checkout pesanan ShopeeFood.  Mohon untuk diperhatikan, Biaya Layanan ini dapat berbeda-beda untuk setiap Merchantnya. Biaya layanan sudah termasuk biaya Pajak Pertambahan Nilai (PPN) sesuai dengan ketentuan peraturan perundang-undangan di bidang perpajakan yang berlaku.Apakah artikel ini berguna?YaTidakArtikel Terkait[Pembeli ShopeeFood] Mengapa saya dikenakan biaya parkir?"
[Pembeli ShopeeFood] Mengapa saya dikenakan biaya parkir?,"[Pembeli ShopeeFood] Mengapa saya dikenakan biaya parkir?Anda akan dikenakan biaya parkir apabila melakukan pemesanan di Restoran/Toko/Merchant tertentu yang berada di dalam mall, perkantoran atau food court. Biaya parkir dapat Anda lihat pada bagian Biaya Lain-lain pada halaman Konfirmasi Pesanan.Apakah artikel ini berguna?YaTidakArtikel Terkait[Pembeli ShopeeFood] Apa itu Biaya Layanan pada halaman checkout di ShopeeFood?[Pembeli ShopeeFood] Bagaimana cara memesan ShopeeFood?"
[Pembeli ShopeeFood] Apa itu fitur Diskon Langsung?,[Pembeli ShopeeFood] Apa itu fitur Diskon Langsung?Diskon Langsung adalah fitur yang akan menampilkan potongan harga makanan secara langsung yang dapat digabungkan dengan penawaran diskon makanan lainnya.Cara menemukan Diskon Langsung: Halaman Utama RestoHalaman Promo PenawaranHalaman Konfirmasi Pesanan⚠️CatatanDiskon Langsung hanya dapat ditemukan di beberapa Resto tertentu.Syarat dan Ketentuan Diskon Langsung yang berlaku dapat berbeda di setiap Resto.Apakah artikel ini berguna?YaTidak
[Merchant ShopeeFood] Mengapa opsi Pengiriman Prioritas tidak tersedia di Resto Saya?,"[Merchant ShopeeFood] Mengapa opsi Pengiriman Prioritas tidak tersedia di Resto Saya?Saat ini, opsi pengiriman Prioritas ShopeeFood hanya tersedia di beberapa kota. Ketersediaan opsi pengiriman Prioritas turut dipengaruhi oleh beberapa faktor berikut: Area: Pengiriman Prioritas hanya tersedia di beberapa area tertentu. Resto: Pengiriman Prioritas hanya tersedia untuk Resto tertentu yang memiliki rata-rata waktu persiapan relatif cepat untuk menjaga kepuasan Pelanggan. Kondisi lapangan: Kondisi cuaca, ketersediaan Mitra Pengemudi Shopee, kondisi lalu lintas atau kondisi di luar dugaan lainnya yang juga dapat membuat opsi pengiriman Prioritas tidak tersedia untuk sementara waktu.
Apakah artikel ini berguna?YaTidak"
Bagaimana mekanisme pengiriman laporan penyelesaian dana transaksi ShopeeFood?,"Bagaimana mekanisme pengiriman laporan penyelesaian dana transaksi ShopeeFood?ShopeeFood akan mengirimkan laporan hasil penjualan Anda setiap hari ke email yang telah Anda daftarkan.Mekanisme pengiriman laporan settlement harian:Merchant akan menerima email laporan settlement harian dengan file CSV yang dapat di-downloadLaporan settlement harian merekapitulasi seluruh transaksi outlet yang terjadi selama 00:00-23:59 pada hari sebelumnya (H-1).Laporan settlement akan dikirimkan setiap hari (termasuk hari Sabtu, Minggu, atau hari libur nasional).Untuk transaksi pada hari Jumat, Sabtu, dan Minggu, Merchant akan menerima 3 transfer bank terpisah di hari Senin.Apabila Merchant mempunyai layanan ShopeeFood dan ShopeePay, maka Merchant akan menerima laporan settlement harian untuk masing-masing layanan tersebut.Pada laporan settlement ShopeeFood, Anda akan menerima laporan Pengembalian Dana atau refund secara terpisah.Apakah artikel ini berguna?YaTidak"
Bagaimana cara mengubah nomor rekening Merchant ShopeePay/ShopeeFood melalui aplikasi Shopee Partner?,"Bagaimana cara mengubah nomor rekening Merchant ShopeePay/ShopeeFood melalui aplikasi Shopee Partner?Anda dapat mengubah informasi nomor rekening pencairan dana Merchant melalui aplikasi Shopee Partner dengan ikuti cara berikut:
Pilih Atur Info Settlement > pilih Bank > pilih Ubah Informasi Settlement > pilih Rekening Bank > pilih Tambah Rekening Bank > pilih Bank dan masukkan No. Rekening Bank > pilih Verifikasi > pilih OK > pilih Dokumen Pendukung > Pilih Ambil Foto > mulai Verifikasi Wajah > pilih Kirim > pilih Lanjutkan > masukkan Kode Verifikasi.Jika nama yang terdaftar pada nomor rekening berbeda dengan nama pemilik Merchant, Anda memerlukan dokumen pendukung untuk proses verifikasi:Foto halaman pertama buku rekening.Untuk bank digital, screenshot halaman yang tertera nomor rekening dan nama pemilik rekening.Foto KTP pemilik rekening.Foto KTP pemilik Merchant (opsional, dibutuhkan jika verifikasi wajah gagal).⚠️CatatanPerubahan informasi melalui aplikasi Shopee Partner hanya dapat dilakukan menggunakan Akun Admin.Merchant dapat menambahkan rekening bank baru dalam 14 hari sejak melakukan perubahan rekening bank terakhir.Apabila nama yang terdaftar pada rekening bank berbeda dengan nama pemilik Merchant, perubahan rekening bank akan diproses dalam 1-3 hari kerja.
Apakah artikel ini berguna?YaTidak"
Apa yang terjadi jika outlet Merchant ShopeeFood saya menunda melihat pesanan?,"Apa yang terjadi jika outlet Merchant ShopeeFood saya menunda melihat pesanan?Outlet Anda akan terkena penalti pada H+1 setelah terdeteksi melakukan pelanggaran karena tidak melihat rincian pesanan dalam jangka waktu tertentu untuk beberapa pesanan yang masuk dalam beberapa hari terakhir.
Penalti yang akan dikenakan untuk Merchant ShopeeFood yang menunda melihat pesanan masuk berupa suspensi atau akun Merchant ditutup untuk sementara waktu. Pelajari lebih lanjut mengenai jenis pelanggaran kode etik Merchant ShopeeFood.
Untuk menjaga kualitas dan kepuasan Pelanggan, diharapkan agar Merchant tidak menunda mempersiapkan pesanan dan segera mempersiapkan makanan segera setelah pesanan masuk.
Berikut beberapa hal yang harus dilakukan agar Pesanan bisa langsung diterima:Pastikan aplikasi Shopee Partner Anda berjalan di latar belakang.Tetap aktifkan notifikasi dan jangan nyalakan mode silent di handphone.Pastikan koneksi internet Anda stabil.Update aplikasi Shopee Partner ke versi terbaru.Segera melihat rincian pesanan yang diterima:Pelajari lebih lanjut cara mengatasi kendala notifikasi aplikasi Shopee Partner di handphone atau mesin EDC.
Apakah artikel ini berguna?YaTidak"
Bagaimana cara saya mengatur PIN akun di aplikasi Shopee Partner?,"Bagaimana cara saya mengatur PIN akun di aplikasi Shopee Partner?Anda dapat mengatur PIN akun dengan langkah-langkah berikut: Buka aplikasi Shopee Partner, pilih opsi Akun pada halaman utama > pilih Umum > pilih Update PIN. Selanjutnya, masukkan Kode Verifikasi OTP, atur PIN baru, dan terakhir, pilih Konfirmasi.Akun Anda akan mengalami pembekuan atau pemblokiran dalam beberapa skenario berikut:Kesalahan saat memasukkan PIN 3 kali: Akun akan dibekukan selama 30 menit sebelum dapat mencoba lagi.Kesalahan saat memasukkan PIN 4 kali dalam 24 jam: Peringatan akan diberikan, dan jika terjadi kesalahan lagi, PIN akan diblokir secara permanen.Kesalahan saat memasukkan PIN 5 kali dalam 24 jam: PIN akan diblokir permanen, dan untuk melakukan pengaturan ulang PIN, Anda harus menghubungi Layanan Pelanggan Shopee.⚠️CatatanHarap hindari menggunakan format PIN yang berupa tanggal, angka berurutan, atau pola angka yang repetitif.Saat mengganti PIN, Anda tidak akan diminta melakukan verifikasi OTP, melainkan diminta memasukkan PIN yang sedang aktif.Mohon hubungi Customer Service Shopee apabila PIN akun Anda terblokir, untuk proses pengaturan ulang PIN.Disarankan untuk memilih opsi Lupa PIN sebelum terblokir, khususnya jika terjadi kesalahan atau kegagalan dalam memasukkan PIN.
Apakah artikel ini berguna?YaTidak"
Apa itu Diskon Langsung di Merchant ShopeeFood?,"Apa itu Diskon Langsung di Merchant ShopeeFood?Diskon Langsung adalah fitur untuk Merchant membuat sendiri promo potongan harga yang dapat digunakan secara langsung dan dapat digabungkan dengan penawaran diskon makanan lainnya oleh Pembeli saat memesan makanan atau minuman. Dengan menggunakan fitur Diskon Langsung berpotensi meningkatkan penjualan Merchant dengan memberikan promo tambahan ke Pembeli.Promo ini didanai oleh Merchant sendiri, sehingga Shopee tidak memberikan subsidi.Cara membuat Diskon Langsung:Merchant dapat membuat Diskon Langsung melalui aplikasi Shopee Partner > pilih Share Promotion > pilih Diskon Langsung > masukkan skema promo yang akan Anda buat > atur Periode Diskon Langsung > atur Jadwal Khusus (opsional) > atur Target Pembeli dan Kuota sesuai kriteria Anda > atur Tipe Pesanan (Jika fitur Pesanan Ambil Sendiri belum aktif, Tipe Pesanan diatur otomatis ke Pesan Antar) > atur Nama Promosi > pilih Konfirmasi dan Lanjutkan > pilih Syarat & Ketentuan > pilih Konfirmasi dan Lanjutkan.⚠️CatatanFitur ini hanya dapat dibuat melalui akun admin di aplikasi Shopee Partner.Apakah artikel ini berguna?YaTidak"
Bagaimana cara mengubah informasi Outlet untuk Merchant ShopeePay/ShopeeFood melalui aplikasi Shopee Partner?,"Bagaimana cara mengubah informasi Outlet untuk Merchant ShopeePay/ShopeeFood melalui aplikasi Shopee Partner?Anda dapat mengubah informasi Outlet seperti nama, alamat, atau email Anda melalui aplikasi Shopee Partner dengan cara berikut: Mengubah nama OutletPilih ikon Saya > pilih Informasi dasar > pilih Nama Toko > ubah nama Outlet dengan yang baru > pilih Konfirmasi.Mengubah email OutletPilih ikon Saya > pilih Informasi dasar > pilih Kontak Informasi > ubah email lama dengan yang baru > pilih Lanjutkan > pilih Konfirmasi.Mengubah alamat Outlet Pilih ikon Saya > pilih Informasi dasar > pilih Kontak Informasi > ubah alamat dengan yang baru > pilih Simpan > pilih Konfirmasi.Untuk perubahan informasi lainnya, pelajari lebih lanjut mengenai cara mengubah data Merchant ShopeePay/ShopeeFood. ⚠️CatatanPengajuan perubahan informasi Outlet melalui aplikasi Shopee Partner akan diproses dalam 2-5 hari kerja.Perubahan informasi melalui aplikasi Shopee Partner hanya dapat dilakukan menggunakan akun Admin.Apakah artikel ini berguna?YaTidak"
Apa itu Program Merchant Berkualitas?,"Apa itu Program Merchant Berkualitas?Program Merchant Berkualitas ShopeeFood adalah program eksklusif untuk Merchant terpilih. Merchant diundang untuk menyelesaikan berbagai misi untuk meningkatkan performa outlet dan mengembangkan bisnis di ShopeeFood.  Bagaimana cara bergabung? Merchant terpilih akan mendapatkan undangan untuk Program Merchant Berkualitas.Mengapa saya tidak dapat mengikut Program Merchant Berkualitas? Program hanya untuk Merchant terpilih. Pastikan Anda menggunakan akun Admin di aplikasi Shopee Partner versi terbaru. Jika Anda belum terpilih, Anda dapat membaca artikel ""Kiat-Kiat Jadi Outlet Pilihan Pelanggan"" untuk meningkatkan performa Toko. Bagaimana saya melihat dan menyelesaikan misi Program Merchant Berkualitas?Berbagai misi di Program Merchant Berkualitas dapat dilihat pada halaman ShopeeFood > Performa. Pilih opsi ""Mulai"" untuk memulai dan ikuti petunjuk hingga misi selesai dengan baik.Apa keuntungan menyelesaikan Program Merchant Berkualitas? Dengan menyelesaikan Program Merchant Berkualitas, tentunya Performa Outlet akan menjadi lebih baik yang mana akan meningkatkan daya tarik Pelanggan.  Selain itu, Merchant akan mendapatkan media promosi gratis yang mana Outlet berada dalam koleksi pilihan yang ditampilkan di fitur kolom pencarian selama periode tertentu, sehingga berpotensi menjangkau lebih banyak Pelanggan & meningkatkan pendapatan.  Apa konsekuensinya jika saya tidak menyelesaikan misi? Program Merchant Berkualitas memberikan kesempatan kepada Merchant terpilih untuk meningkatkan performa outlet melalui penyelesaian misi. Merchant yang tidak menyelesaikan misi dapat berpotensi memiliki performa outlet yang rendah dikarenakan penurunan daya tarik pelanggan. Mengapa misi yang sudah saya selesaikan masih berstatus Mulai?Lihat status misi di halaman ShopeeFood > Performa. Status misi akan diperbarui pada hari berikutnya. Anda bisa melakukan pengecekan status secara rutin atau melaporkan ketidaksesuaian melalui Customer Service jika diperlukan. Adakah biaya tambahan untuk mengikuti Program Merchant Berkualitas? Merchant terpilih tidak dikenakan biaya untuk mengikuti program tersebut.Apakah artikel ini berguna?YaTidak"
